,,,250,0
,,,300,0
,,,350,0
,,,400,0
402.1076079,17.89790901,,402.1076079,0.003822087
404.7101796,16.99154318,,404.7101796,0.003628533
407.3133748,16.21287081,,407.3133748,0.003462248
409.9184058,15.81018472,,409.9184058,0.003376255
412.5254459,15.81895533,,412.5254459,0.003378128
415.1345297,16.24627672,,415.1345297,0.003469382
417.7465579,17.27659499,,417.7465579,0.003689406
420.2418143,18.66083169,,420.2418143,0.003985009
422.7383246,20.30187412,,422.7383246,0.004335452
425.3549251,22.26861107,,425.3549251,0.004755448
427.141777,24.18426926,,427.141777,0.005164536
428.954309,25.96614213,,428.954309,0.005545053
430.8345214,28.12630979,,430.8345214,0.006006356
431.9565355,29.78830224,,431.9565355,0.006361273
433.4354262,31.73231596,,433.4354262,0.006776416
434.5348494,33.6214614,,434.5348494,0.007179842
435.5505794,35.35838546,,435.5505794,0.007550761
436.6850955,37.1539119,,436.6850955,0.007934195
437.6413848,38.85178041,,437.6413848,0.008296773
438.4797863,40.67498594,,438.4797863,0.008686118
439.7456978,42.68463475,,439.7456978,0.009115277
440.5639101,44.53346725,,440.5639101,0.009510094
441.7071627,46.38473834,,441.7071627,0.009905432
442.7582544,48.62240745,,442.7582544,0.010383285
443.7438619,50.9315662,,443.7438619,0.010876404
445.0122146,53.44119571,,445.0122146,0.011412334
445.9004494,55.76274023,,445.9004494,0.011908098
446.9762324,57.66413306,,446.9762324,0.012314139
448.0284884,60.14024211,,448.0284884,0.012842911
449.0135984,62.34752198,,449.0135984,0.013314274
450.0900074,64.37711499,,450.0900074,0.013747693
450.5728356,66.1852281,,450.5728356,0.014133814
451.5894547,68.10423358,,451.5894547,0.014543616
452.7274,70.60207403,,452.7274,0.015077029
453.6869281,72.96323911,,453.6869281,0.015581254
454.7645755,75.2464455,,454.7645755,0.016068831
455.8426039,77.60768679,,455.8426039,0.016573073
456.8419179,80.02740344,,456.8419179,0.017089802
457.9983749,82.2716432,,457.9983749,0.017569058
459.0506203,84.74558462,,459.0506203,0.018097366
460.0362172,87.05257574,,460.0362172,0.018590023
461.1134835,89.25774724,,461.1134835,0.019060936
462.0720114,91.41407074,,462.0720114,0.019521417
463.4583596,93.82038022,,463.4583596,0.020035283
464.3445204,95.71719198,,464.3445204,0.020440346
466.4820626,96.64788829,,466.4820626,0.020639096
468.4734131,95.37426522,,468.4734131,0.020367114
469.0753095,93.83179587,,469.0753095,0.020037721
469.895314,91.88730967,,469.895314,0.019622477
470.9225702,89.91759549,,470.9225702,0.019201846
471.5355677,88.04840966,,471.5355677,0.018802683
472.4730755,85.89980837,,472.4730755,0.01834385
473.5289701,83.72805861,,473.5289701,0.017880074
474.1125988,81.91134148,,474.1125988,0.017492116
475.5520998,79.89537175,,475.5520998,0.017061607
478.2469447,79.21825793,,478.2469447,0.016917009
480.8557167,79.58173259,,480.8557167,0.016994629
483.4625836,79.55503279,,483.4625836,0.016988927
485.8283742,78.69344373,,485.8283742,0.016804936
487.5271862,76.44639524,,487.5271862,0.01632508
488.8887204,74.46419992,,488.8887204,0.015901783
489.9934611,72.58861067,,489.9934611,0.015501252
491.4106908,70.28820944,,491.4106908,0.015010003
492.2945759,68.18893649,,492.2945759,0.014561705
493.2320995,66.04358665,,493.2320995,0.014103566
494.0495607,63.57821756,,494.0495607,0.013577088
494.7838976,61.42381881,,494.7838976,0.013117018
495.3346851,59.81517294,,495.3346851,0.012773493
495.7987158,57.7735648,,495.7987158,0.012337509
496.7104819,55.20681131,,496.7104819,0.01178938
497.1277095,53.28742735,,497.1277095,0.011379497
497.8991423,51.10295338,,497.8991423,0.010913004
498.3620934,48.84024638,,498.3620934,0.010429804
498.8264416,46.86366732,,498.8264416,0.010007707
499.2768188,44.72233946,,499.2768188,0.009550428
499.871638,42.50090222,,499.871638,0.009076041
500.4563599,40.9080709,,500.4563599,0.008735893
500.9200413,38.79493078,,500.9200413,0.008284633
501.9495731,36.61712567,,501.9495731,0.007819564
502.939192,34.35475737,,502.939192,0.007336437
504.156908,31.88704452,,504.156908,0.006809458
505.4385777,29.84336103,,505.4385777,0.006373031
506.656466,28.1784047,,506.656466,0.006017481
,,,550,0
,,,600,0
,,,650,0
,,,700,0
,,,750,0
,,,800,0
