412.9315284,0.237398167
415.8146923,0.260404507
418.1496719,0.282116886
420.2716029,0.303109879
422.17974,0.324585188
423.8741442,0.346444714
425.5680365,0.369129899
427.2607122,0.393777046
428.9529318,0.419159929
430.70716,0.442913683
432.1991129,0.463358572
433.4656187,0.48668412
434.5548119,0.509042312
436.012248,0.534327096
436.9796651,0.557968738
438.2465763,0.580640298
439.5111897,0.607017787
440.7758031,0.633395276
442.0400785,0.660317754
443.3582768,0.686354624
444.144295,0.70988065
445.4099028,0.734654312
446.6730294,0.763429755
447.9904589,0.790706476
448.7769659,0.813444213
450.0419751,0.839183286
451.094344,0.863544314
452.0253532,0.886877647
453.0395184,0.911367136
454.335693,0.93849126
455.897915,0.966939709
458.0607367,0.990848891
462.7507092,1.001996402
467.448976,0.9997669
471.0489253,0.978417186
473.0263368,0.957031801
474.7469463,0.936627397
476.4683617,0.914923192
478.1925142,0.888804574
479.3277315,0.865628898
480.4839333,0.843041811
482.1576635,0.816858537
483.5189513,0.791660207
484.8141122,0.768770651
485.9132993,0.746317086
490.3431849,0.672743513
491.2922145,0.650616942
492.5880513,0.626637407
493.883077,0.603965846
495.1649511,0.57955032
496.8384823,0.553688094
498.199469,0.5289753
499.4944272,0.506412738
500.7895205,0.483632179
502.0846814,0.460742623
503.380045,0.437526073
504.6749356,0.415072508
505.9565934,0.391005775
507.8489251,0.363809964
507.5624875,0.349019789
510.443815,0.31596073
512.2956386,0.290528798
514.0185747,0.266372141
515.7413587,0.24246073
517.4642947,0.218304073
519.1871547,0.194270039
520.9090263,0.171830099
522.8210427,0.148790671
524.589893,0.127100092
527.0924141,0.105208285
530.0577779,0.084939709
534.6405441,0.062394982
539.349704,0.042597003
544.055878,0.027614748
548.760247,0.015543586
551.6488971,0.005107126
556.0262106,0.004024491
560.7243194,0.002049789
565.4212664,0.001948718
570.1181508,0.001948718
574.8150352,0.001948718
579.5122514,0.001413637
584.2095339,0.000771541
588.9064182,0.000771541
593.6033026,0.000771541
598.300187,0.000771541
602.9969387,0.000985573
607.6932259,0.001948718
612.3901103,0.001948718
617.0869947,0.001948718
621.783879,0.001948718
626.4807634,0.001948718
631.1776478,0.001948718
635.8746649,0.001734686
640.5714166,0.001948718
645.2665952,0.004699711
649.7991557,0.004856446
654.6601819,0.004993439
659.3581479,0.003249049
