340.66	1134.89
341.05	1134.89
341.43	1134.89
341.81	1057.83
342.20	1058.96
342.58	1014.44
342.96	1007.21
343.35	995.23
343.73	997.04
344.11	977.60
344.49	994.55
344.88	969.24
345.26	983.93
345.64	999.30
346.03	998.39
346.41	991.39
346.79	1014.21
347.17	1002.91
347.56	1012.63
347.94	1030.48
348.32	1037.94
348.70	1049.24
349.09	1072.97
349.47	1036.81
349.85	1060.99
350.24	1084.49
350.62	1140.76
351.00	1132.17
351.38	1122.46
351.76	1143.02
352.15	1131.27
352.53	1147.77
352.91	1153.64
353.29	1176.47
353.68	1171.27
354.06	1165.17
354.44	1175.34
354.82	1178.27
355.20	1178.05
355.59	1180.08
355.97	1202.68
356.35	1183.25
356.73	1216.01
357.11	1208.10
357.50	1223.92
357.88	1221.66
358.26	1192.74
358.64	1186.64
359.02	1200.42
359.40	1204.49
359.79	1213.75
360.17	1202.68
360.55	1192.29
360.93	1179.63
361.31	1201.78
361.69	1206.52
362.07	1212.17
362.46	1182.79
362.84	1209.46
363.22	1201.32
363.60	1195.00
363.98	1204.94
364.36	1198.16
364.74	1211.95
365.12	1209.69
365.51	1183.92
365.89	1199.29
366.27	1213.08
366.65	1187.54
367.03	1188.67
367.41	1185.73
367.79	1211.72
368.17	1201.78
368.55	1205.62
368.93	1206.75
369.31	1205.17
369.69	1180.31
370.08	1199.97
370.46	1209.46
370.84	1199.74
371.22	1192.51
371.60	1192.06
371.98	1206.75
372.36	1209.46
372.74	1187.31
373.12	1197.03
373.50	1187.99
373.88	1210.14
374.26	1200.42
374.64	1198.84
375.02	1217.60
375.40	1208.33
375.78	1212.85
376.16	1209.91
376.54	1202.45
376.92	1190.03
377.30	1211.04
377.68	1220.76
378.06	1200.42
378.44	1167.43
378.82	1193.87
379.20	1202.68
379.58	1215.11
379.96	1197.03
380.34	1205.62
380.72	1204.49
381.10	1194.32
381.48	1209.46
381.86	1216.69
382.24	1192.74
382.62	1207.20
383.00	1203.58
383.37	1195.90
383.75	1206.52
384.13	1198.39
384.51	1178.73
384.89	1187.99
385.27	1217.82
385.65	1200.19
386.03	1203.58
386.41	1214.66
386.79	1196.80
387.17	1199.52
387.55	1206.97
387.92	1202.45
388.30	1222.11
388.68	1206.52
389.06	1199.29
389.44	1211.49
389.82	1221.66
390.20	1208.78
390.58	1204.26
390.95	1207.88
391.33	1204.49
391.71	1216.24
392.09	1197.26
392.47	1198.84
392.85	1211.27
393.23	1206.52
393.60	1199.29
393.98	1184.15
394.36	1205.17
394.74	1218.27
395.12	1217.60
395.49	1221.21
395.87	1197.48
396.25	1215.34
396.63	1211.72
397.01	1215.34
397.39	1201.10
397.76	1209.23
398.14	1207.88
398.52	1187.54
398.90	1213.98
399.27	1189.35
399.65	1216.01
400.03	1217.14
400.41	1208.56
400.79	1212.40
401.16	1209.23
401.54	1215.34
401.92	1230.70
402.30	1199.06
402.67	1220.76
403.05	1225.73
403.43	1228.22
403.81	1215.56
404.18	1214.21
404.56	1190.93
404.94	1225.96
405.31	1221.21
405.69	1202.68
406.07	1222.11
406.45	1223.70
406.82	1199.52
407.20	1231.61
407.58	1206.52
407.95	1221.66
408.33	1233.41
408.71	1238.61
409.09	1230.70
409.46	1223.47
409.84	1225.28
410.22	1251.04
410.59	1213.75
410.97	1211.49
411.35	1229.80
411.72	1240.42
412.10	1266.86
412.48	1254.66
412.85	1239.97
413.23	1242.45
413.60	1263.92
413.98	1259.63
414.36	1272.73
414.73	1254.88
415.11	1267.54
415.49	1277.71
415.86	1292.62
416.24	1243.36
416.61	1305.05
416.99	1296.92
417.37	1299.63
417.74	1279.97
418.12	1313.41
418.49	1300.30
418.87	1310.70
419.25	1338.50
419.62	1339.17
420.00	1341.21
420.37	1374.65
420.75	1347.08
421.12	1368.10
421.50	1383.01
421.88	1384.60
422.25	1419.40
422.63	1386.63
423.00	1413.97
423.38	1439.51
423.75	1476.80
424.13	1499.85
424.50	1494.65
424.88	1507.76
425.25	1539.39
425.63	1575.10
426.01	1576.68
426.38	1605.83
426.76	1639.50
427.13	1654.42
427.51	1693.97
427.88	1728.99
428.26	1754.08
428.63	1808.99
429.00	1805.60
429.38	1885.60
429.75	1927.18
430.13	1975.09
430.50	2025.03
430.88	2108.65
431.25	2125.37
431.63	2191.35
432.00	2267.29
432.38	2303.22
432.75	2385.93
433.13	2449.43
433.50	2504.79
433.87	2632.02
434.25	2691.00
434.62	2755.86
435.00	2890.55
435.37	2966.70
435.75	3031.33
436.12	3178.45
436.49	3286.69
436.87	3400.36
437.24	3520.13
437.62	3683.74
437.99	3816.17
438.36	3991.76
438.74	4163.05
439.11	4324.63
439.49	4441.69
439.86	4662.02
440.23	4928.91
440.61	5155.57
440.98	5397.60
441.35	5681.88
441.73	5948.32
442.10	6182.44
442.47	6515.76
442.85	6866.71
