340.66	153.37
341.05	153.37
341.43	153.37
341.81	72.02
342.20	-7.07
342.58	-95.21
342.96	62.98
343.35	-22.89
343.73	8.74
344.11	-11.59
344.49	-27.41
344.88	-38.71
345.26	-50.01
345.64	-56.79
346.03	-79.39
346.41	-34.19
346.79	-29.67
347.17	-18.37
347.56	-18.37
347.94	-29.67
348.32	20.04
348.70	17.78
349.09	60.72
349.47	4.22
349.85	101.40
350.24	74.28
350.62	26.82
351.00	162.41
351.38	133.04
351.76	24.56
352.15	29.08
352.53	92.36
352.91	96.88
353.29	83.32
353.68	72.02
354.06	173.71
354.44	139.81
354.82	62.98
355.20	139.81
355.59	130.78
355.97	128.52
356.35	101.40
356.73	126.26
357.11	180.49
357.50	148.85
357.88	196.31
358.26	209.87
358.64	126.26
359.02	144.33
359.40	90.10
359.79	196.31
360.17	124.00
360.55	173.71
360.93	162.41
361.31	112.70
361.69	83.32
362.07	142.07
362.46	112.70
362.84	90.10
363.22	171.45
363.60	157.89
363.98	171.45
364.36	139.81
364.74	53.94
365.12	96.88
365.51	130.78
365.89	85.58
366.27	128.52
366.65	126.26
367.03	151.11
367.41	144.33
367.79	139.81
368.17	67.50
368.55	169.19
368.93	38.12
369.31	126.26
369.69	114.96
370.08	162.41
370.46	126.26
370.84	198.57
371.22	83.32
371.60	119.48
371.98	58.46
372.36	124.00
372.74	110.44
373.12	121.74
373.50	130.78
373.88	119.48
374.26	74.28
374.64	185.01
375.02	169.19
375.40	124.00
375.78	250.55
376.16	146.59
376.54	92.36
376.92	72.02
377.30	108.18
377.68	128.52
378.06	96.88
378.44	171.45
378.82	119.48
379.20	83.32
379.58	103.66
379.96	117.22
380.34	126.26
380.72	119.48
381.10	175.97
381.48	81.06
381.86	114.96
382.24	114.96
382.62	173.71
383.00	187.27
383.37	151.11
383.75	83.32
384.13	173.71
384.51	67.50
384.89	87.84
385.27	130.78
385.65	166.93
386.03	124.00
386.41	74.28
386.79	166.93
387.17	191.79
387.55	157.89
387.92	277.66
388.30	164.67
388.68	119.48
389.06	114.96
389.44	151.11
389.82	90.10
390.20	135.29
390.58	117.22
390.95	142.07
391.33	117.22
391.71	142.07
392.09	155.63
392.47	148.85
392.85	162.41
393.23	103.66
393.60	137.55
393.98	103.66
394.36	178.23
394.74	76.54
395.12	144.33
395.49	178.23
395.87	99.14
396.25	160.15
396.63	173.71
397.01	171.45
397.39	139.81
397.76	90.10
398.14	126.26
398.52	130.78
398.90	114.96
399.27	166.93
399.65	90.10
400.03	148.85
400.41	139.81
400.79	53.94
401.16	175.97
401.54	144.33
401.92	155.63
402.30	148.85
402.67	155.63
403.05	124.00
403.43	114.96
403.81	160.15
404.18	135.29
404.56	103.66
404.94	146.59
405.31	90.10
405.69	178.23
406.07	171.45
406.45	178.23
406.82	130.78
407.20	99.14
407.58	114.96
407.95	124.00
408.33	126.26
408.71	83.32
409.09	155.63
409.46	96.88
409.84	135.29
410.22	155.63
410.59	151.11
410.97	162.41
411.35	139.81
411.72	87.84
412.10	146.59
412.48	157.89
412.85	209.87
413.23	135.29
413.60	162.41
413.98	69.76
414.36	110.44
414.73	121.74
415.11	108.18
415.49	130.78
415.86	160.15
416.24	137.55
416.61	155.63
416.99	114.96
417.37	166.93
417.74	90.10
418.12	94.62
418.49	194.05
418.87	175.97
419.25	124.00
419.62	126.26
420.00	112.70
420.37	78.80
420.75	110.44
421.12	133.04
421.50	148.85
421.88	114.96
422.25	105.92
422.63	151.11
423.00	74.28
423.38	119.48
423.75	119.48
424.13	119.48
424.50	155.63
424.88	139.81
425.25	166.93
425.63	144.33
426.01	110.44
426.38	105.92
426.76	105.92
427.13	119.48
427.51	137.55
427.88	105.92
428.26	117.22
428.63	171.45
429.00	117.22
429.38	196.31
429.75	110.44
430.13	155.63
430.50	128.52
430.88	135.29
431.25	87.84
431.63	90.10
432.00	76.54
432.38	198.57
432.75	99.14
433.13	236.99
433.50	142.07
433.87	130.78
434.25	112.70
434.62	137.55
435.00	182.75
435.37	153.37
435.75	142.07
436.12	135.29
436.49	103.66
436.87	153.37
437.24	153.37
437.62	87.84
437.99	142.07
438.36	99.14
438.74	142.07
439.11	117.22
439.49	153.37
439.86	105.92
440.23	99.14
440.61	126.26
440.98	166.93
441.35	162.41
441.73	62.98
442.10	198.57
442.47	137.55
442.85	169.19
443.22	214.39
443.60	151.11
443.97	151.11
444.34	110.44
444.71	162.41
445.09	119.48
445.46	76.54
445.83	155.63
446.21	155.63
446.58	96.88
446.95	139.81
447.33	121.74
447.70	162.41
448.07	155.63
448.45	137.55
448.82	198.57
449.19	157.89
449.56	58.46
449.94	128.52
450.31	139.81
450.68	160.15
451.05	148.85
451.43	218.91
451.80	139.81
452.17	142.07
452.54	112.70
452.92	94.62
453.29	110.44
453.66	148.85
454.03	146.59
454.41	187.27
454.78	185.01
455.15	173.71
455.52	87.84
455.89	110.44
456.27	137.55
456.64	114.96
457.01	112.70
457.38	162.41
457.75	203.09
458.13	189.53
458.50	137.55
458.87	114.96
459.24	76.54
459.61	67.50
459.99	128.52
460.36	69.76
460.73	175.97
461.10	130.78
461.47	78.80
461.84	180.49
462.21	110.44
462.59	151.11
462.96	164.67
463.33	124.00
463.70	162.41
464.07	166.93
464.44	178.23
464.81	155.63
465.18	126.26
465.56	81.06
465.93	139.81
466.30	124.00
466.67	144.33
467.04	166.93
467.41	112.70
467.78	105.92
468.15	157.89
468.52	173.71
468.89	214.39
469.26	90.10
469.64	153.37
470.01	119.48
470.38	148.85
470.75	137.55
471.12	133.04
471.49	153.37
471.86	157.89
472.23	121.74
472.60	160.15
472.97	83.32
473.34	142.07
473.71	144.33
474.08	135.29
474.45	117.22
474.82	157.89
475.19	119.48
475.56	166.93
475.93	225.69
476.30	153.37
476.67	153.37
477.04	128.52
477.41	110.44
477.78	87.84
478.15	178.23
478.52	83.32
478.89	162.41
479.26	155.63
479.63	124.00
480.00	72.02
480.37	173.71
480.74	99.14
481.11	96.88
481.48	108.18
481.84	178.23
482.21	94.62
482.58	166.93
482.95	87.84
483.32	162.41
483.69	96.88
484.06	162.41
484.43	203.09
484.80	144.33
485.17	124.00
485.54	124.00
485.90	157.89
486.27	225.69
486.64	137.55
487.01	155.63
487.38	124.00
487.75	137.55
488.12	94.62
488.49	146.59
488.85	121.74
489.22	114.96
489.59	121.74
489.96	110.44
490.33	171.45
490.70	110.44
491.07	142.07
491.43	155.63
491.80	246.03
492.17	221.17
492.54	148.85
492.91	126.26
493.27	103.66
493.64	151.11
494.01	148.85
494.38	142.07
494.75	153.37
495.11	101.40
495.48	155.63
495.85	194.05
496.22	225.69
496.59	142.07
496.95	133.04
497.32	164.67
497.69	200.83
498.06	191.79
498.42	135.29
498.79	144.33
499.16	155.63
499.53	148.85
499.89	212.13
500.26	146.59
500.63	130.78
501.00	203.09
501.36	144.33
501.73	191.79
502.10	194.05
502.46	180.49
502.83	166.93
