340.66	90.87
341.05	90.87
341.43	90.87
341.81	38.22
342.20	16.30
342.58	0.03
342.96	-5.62
343.35	4.32
343.73	-11.27
344.11	-18.28
344.49	-3.59
344.88	-37.26
345.26	-37.71
345.64	-44.49
346.03	-32.74
346.41	-23.70
346.79	-5.17
347.17	-25.28
347.56	-19.63
347.94	-31.83
348.32	22.40
348.70	16.30
349.09	31.44
349.47	17.88
349.85	7.49
350.24	81.61
350.62	71.67
351.00	108.95
351.38	105.79
351.76	84.77
352.15	99.91
352.53	92.91
352.91	115.05
353.29	126.13
353.68	133.36
354.06	114.83
354.44	136.52
354.82	139.23
355.20	139.23
355.59	133.36
355.97	122.51
356.35	130.65
356.73	157.76
357.11	155.50
357.50	171.32
357.88	169.52
358.26	158.89
358.64	172.68
359.02	188.50
359.40	181.94
359.79	178.78
360.17	162.74
360.55	156.86
360.93	158.44
361.31	184.43
361.69	157.76
362.07	154.15
362.46	168.39
362.84	156.63
363.22	132.45
363.60	160.02
363.98	158.67
364.36	165.22
364.74	157.76
365.12	165.00
365.51	150.31
365.89	166.80
366.27	153.47
366.65	137.43
367.03	160.25
367.41	178.78
367.79	141.72
368.17	158.22
368.55	186.01
368.93	168.16
369.31	160.48
369.69	139.23
370.08	173.13
370.46	160.70
370.84	155.73
371.22	170.42
371.60	159.57
371.98	179.69
372.36	177.65
372.74	164.54
373.12	155.05
373.50	149.86
373.88	154.60
374.26	170.42
374.64	140.59
375.02	163.19
375.40	160.25
375.78	203.64
376.16	177.43
376.54	165.45
376.92	160.48
377.30	184.66
377.68	167.93
378.06	147.60
378.44	167.26
378.82	134.49
379.20	148.73
379.58	148.27
379.96	140.36
380.34	154.15
380.72	165.45
381.10	155.96
381.48	143.30
381.86	153.25
382.24	172.00
382.62	184.43
383.00	168.16
383.37	187.82
383.75	162.51
384.13	170.87
384.51	180.59
384.89	153.47
385.27	161.83
385.65	169.52
386.03	158.22
386.41	159.57
386.79	148.05
387.17	165.00
387.55	167.93
387.92	203.87
388.30	161.38
388.68	174.94
389.06	181.04
389.44	180.36
389.82	151.66
390.20	172.68
390.58	152.79
390.95	150.76
391.33	163.19
391.71	178.33
392.09	152.12
392.47	163.87
392.85	157.76
393.23	158.89
393.60	226.69
393.98	180.14
394.36	173.13
394.74	163.87
395.12	165.90
395.49	176.52
395.87	156.18
396.25	160.02
396.63	172.91
397.01	183.30
397.39	172.91
397.76	174.94
398.14	155.05
398.52	156.63
398.90	171.55
399.27	154.37
399.65	162.06
400.03	160.70
400.41	145.79
400.79	181.04
401.16	149.40
401.54	166.80
401.92	172.91
402.30	172.00
402.67	179.23
403.05	165.22
403.43	177.88
403.81	186.01
404.18	169.52
404.56	170.19
404.94	176.97
405.31	195.50
405.69	190.76
406.07	179.01
406.45	146.92
406.82	171.32
407.20	181.49
407.58	194.83
407.95	187.14
408.33	154.83
408.71	222.62
409.09	189.18
409.46	175.17
409.84	184.88
